image,split,reason,red_pct,median_a
02361.jpg,train,"LAB relative redness (median_a=130, red=32.2%, concentration=100%)",32.23,130
02387.jpg,test,"LAB relative redness (median_a=126, red=5.2%, concentration=100%)",5.22,126
02393.jpg,train,"LAB relative redness (median_a=129, red=6.9%, concentration=100%)",6.92,129
02406.jpg,train,"LAB relative redness (median_a=126, red=3.6%, concentration=100%)",3.58,126
02421.jpg,test,"LAB relative redness (median_a=127, red=4.8%, concentration=100%)",4.83,127
02441.jpg,train,"LAB relative redness (median_a=130, red=10.7%, concentration=100%)",10.71,130
02476.jpg,train,"LAB relative redness (median_a=131, red=35.4%, concentration=100%)",35.45,131
02505.jpg,train,"LAB relative redness (median_a=128, red=8.2%, concentration=100%)",8.24,128
02511.jpg,val,"LAB relative redness (median_a=128, red=11.4%, concentration=100%)",11.36,128
02517.jpg,train,"LAB relative redness (median_a=129, red=37.0%, concentration=100%)",37.03,129
02523.jpg,train,"LAB relative redness (median_a=128, red=9.2%, concentration=100%)",9.17,128
02524.jpg,train,"LAB relative redness (median_a=127, red=5.2%, concentration=100%)",5.23,127
02525.jpg,val,"LAB relative redness (median_a=128, red=7.1%, concentration=100%)",7.07,128
02526.jpg,test,"LAB relative redness (median_a=129, red=10.2%, concentration=100%)",10.24,129
02527.jpg,val,"LAB relative redness (median_a=128, red=6.6%, concentration=100%)",6.59,128
02528.jpg,val,"LAB relative redness (median_a=128, red=8.1%, concentration=100%)",8.10,128
02529.jpg,train,"LAB relative redness (median_a=126, red=9.3%, concentration=100%)",9.33,126
02534.jpg,train,"LAB relative redness (median_a=128, red=6.3%, concentration=100%)",6.25,128
02535.jpg,train,"LAB relative redness (median_a=128, red=12.0%, concentration=99%)",11.97,128
02537.jpg,train,"LAB relative redness (median_a=128, red=6.0%, concentration=100%)",6.04,128
02538.jpg,train,"LAB relative redness (median_a=128, red=10.7%, concentration=100%)",10.73,128
02540.jpg,train,"LAB relative redness (median_a=128, red=9.3%, concentration=100%)",9.33,128
02541.jpg,train,"LAB relative redness (median_a=129, red=7.3%, concentration=100%)",7.31,129
02542.jpg,test,"LAB relative redness (median_a=127, red=4.9%, concentration=100%)",4.88,127
02543.jpg,train,"LAB relative redness (median_a=125, red=12.0%, concentration=100%)",11.97,125
02544.jpg,train,"LAB relative redness (median_a=128, red=12.3%, concentration=100%)",12.29,128
02545.jpg,train,"LAB relative redness (median_a=127, red=7.0%, concentration=100%)",7.03,127
02546.jpg,val,"LAB relative redness (median_a=128, red=34.7%, concentration=100%)",34.73,128
02548.jpg,test,"LAB relative redness (median_a=127, red=6.9%, concentration=100%)",6.87,127
02549.jpg,train,"LAB relative redness (median_a=129, red=10.8%, concentration=100%)",10.79,129
02550.jpg,train,"LAB relative redness (median_a=127, red=5.2%, concentration=100%)",5.20,127
02551.jpg,train,"LAB relative redness (median_a=127, red=7.0%, concentration=100%)",6.99,127
02552.jpg,train,"LAB relative redness (median_a=129, red=7.8%, concentration=100%)",7.75,129
02553.jpg,test,"LAB relative redness (median_a=127, red=3.7%, concentration=100%)",3.69,127
02554.jpg,train,"LAB relative redness (median_a=130, red=7.8%, concentration=100%)",7.78,130
02555.jpg,train,"LAB relative redness (median_a=129, red=6.8%, concentration=100%)",6.83,129
02557.jpg,train,"LAB relative redness (median_a=127, red=5.6%, concentration=100%)",5.56,127
02558.jpg,train,"LAB relative redness (median_a=126, red=5.8%, concentration=100%)",5.78,126
02559.jpg,train,"LAB relative redness (median_a=129, red=12.4%, concentration=100%)",12.41,129
02560.jpg,train,"LAB relative redness (median_a=127, red=5.9%, concentration=100%)",5.94,127
02561.jpg,val,"LAB relative redness (median_a=127, red=10.0%, concentration=100%)",10.01,127
02562.jpg,train,"LAB relative redness (median_a=125, red=6.9%, concentration=100%)",6.91,125
02567.jpg,train,"LAB relative redness (median_a=128, red=8.1%, concentration=100%)",8.06,128
02572.jpg,train,"LAB relative redness (median_a=126, red=23.8%, concentration=100%)",23.84,126
02573.jpg,train,"LAB relative redness (median_a=127, red=6.0%, concentration=100%)",6.00,127
02574.jpg,train,"LAB relative redness (median_a=127, red=5.8%, concentration=100%)",5.75,127
02575.jpg,train,"LAB relative redness (median_a=129, red=8.2%, concentration=100%)",8.21,129
02577.jpg,train,"LAB relative redness (median_a=130, red=8.6%, concentration=100%)",8.64,130
02579.jpg,train,"LAB relative redness (median_a=124, red=6.1%, concentration=97%)",6.15,124
02580.jpg,train,"LAB relative redness (median_a=127, red=5.6%, concentration=100%)",5.63,127
02584.jpg,train,"LAB relative redness (median_a=126, red=5.0%, concentration=76%)",5.02,126
02585.jpg,train,"LAB relative redness (median_a=125, red=8.8%, concentration=100%)",8.79,125
02586.jpg,train,"LAB relative redness (median_a=129, red=13.0%, concentration=100%)",12.99,129
02587.jpg,val,"LAB relative redness (median_a=128, red=9.6%, concentration=100%)",9.60,128
02588.jpg,test,"LAB relative redness (median_a=127, red=3.5%, concentration=100%)",3.55,127
02589.jpg,train,"LAB relative redness (median_a=127, red=4.3%, concentration=100%)",4.33,127
02591.jpg,train,"LAB relative redness (median_a=125, red=4.2%, concentration=100%)",4.16,125
02592.jpg,train,"LAB relative redness (median_a=129, red=13.7%, concentration=100%)",13.68,129
02593.jpg,train,"LAB relative redness (median_a=127, red=4.8%, concentration=100%)",4.81,127
02595.jpg,train,"LAB relative redness (median_a=126, red=8.0%, concentration=100%)",7.99,126
02597.jpg,train,"LAB relative redness (median_a=129, red=12.2%, concentration=100%)",12.19,129
02598.jpg,train,"LAB relative redness (median_a=127, red=10.8%, concentration=100%)",10.75,127
02601.jpg,train,"LAB relative redness (median_a=128, red=7.1%, concentration=100%)",7.07,128
02602.jpg,train,"LAB relative redness (median_a=128, red=11.3%, concentration=98%)",11.35,128
02603.jpg,test,"LAB relative redness (median_a=129, red=15.4%, concentration=97%)",15.40,129
02606.jpg,train,"LAB relative redness (median_a=126, red=6.0%, concentration=100%)",5.97,126
02607.jpg,train,"LAB relative redness (median_a=129, red=5.5%, concentration=100%)",5.52,129
02612.jpg,train,"LAB relative redness (median_a=126, red=8.7%, concentration=100%)",8.73,126
02613.jpg,train,"LAB relative redness (median_a=129, red=13.7%, concentration=100%)",13.71,129
02614.jpg,train,"LAB relative redness (median_a=128, red=8.9%, concentration=100%)",8.86,128
02615.jpg,train,"LAB relative redness (median_a=128, red=8.5%, concentration=91%)",8.52,128
02617.jpg,train,"LAB relative redness (median_a=125, red=10.5%, concentration=92%)",10.47,125
02618.jpg,train,"LAB relative redness (median_a=127, red=4.0%, concentration=100%)",3.97,127
02619.jpg,train,"LAB relative redness (median_a=129, red=8.6%, concentration=100%)",8.57,129
02622.jpg,train,"LAB relative redness (median_a=126, red=10.4%, concentration=100%)",10.40,126
02626.jpg,train,"LAB relative redness (median_a=130, red=36.6%, concentration=100%)",36.61,130
02628.jpg,train,"LAB relative redness (median_a=128, red=14.5%, concentration=100%)",14.55,128
02630.jpg,train,"LAB relative redness (median_a=126, red=5.2%, concentration=100%)",5.15,126
02631.jpg,test,"LAB relative redness (median_a=128, red=6.0%, concentration=100%)",5.95,128
02632.jpg,train,"LAB relative redness (median_a=128, red=11.5%, concentration=100%)",11.49,128
02633.jpg,train,"LAB relative redness (median_a=129, red=9.3%, concentration=95%)",9.26,129
02634.jpg,train,"LAB relative redness (median_a=129, red=36.5%, concentration=100%)",36.53,129
02636.jpg,train,"LAB relative redness (median_a=128, red=0.8%, concentration=100%)",0.75,128
02637.jpg,train,"LAB relative redness (median_a=127, red=8.1%, concentration=100%)",8.08,127
02638.jpg,train,"LAB relative redness (median_a=126, red=10.5%, concentration=100%)",10.54,126
02639.jpg,test,"LAB relative redness (median_a=126, red=7.5%, concentration=100%)",7.51,126
02643.jpg,test,"LAB relative redness (median_a=129, red=10.6%, concentration=100%)",10.65,129
02644.jpg,train,"LAB relative redness (median_a=128, red=9.1%, concentration=100%)",9.06,128
02646.jpg,train,"LAB relative redness (median_a=128, red=36.0%, concentration=100%)",35.99,128
02647.jpg,train,"LAB relative redness (median_a=127, red=6.7%, concentration=100%)",6.73,127
02648.jpg,train,"LAB relative redness (median_a=124, red=5.7%, concentration=100%)",5.68,124
02651.jpg,train,"LAB relative redness (median_a=127, red=6.8%, concentration=100%)",6.80,127
02652.jpg,train,"LAB relative redness (median_a=127, red=11.9%, concentration=100%)",11.92,127
02653.jpg,train,"LAB relative redness (median_a=129, red=12.8%, concentration=100%)",12.76,129
02654.jpg,train,"LAB relative redness (median_a=127, red=6.5%, concentration=100%)",6.51,127
02655.jpg,test,"LAB relative redness (median_a=125, red=7.6%, concentration=100%)",7.62,125
02658.jpg,train,"LAB relative redness (median_a=128, red=10.3%, concentration=100%)",10.25,128
02660.jpg,train,"LAB relative redness (median_a=128, red=9.8%, concentration=100%)",9.82,128
02661.jpg,train,"LAB relative redness (median_a=126, red=8.3%, concentration=100%)",8.31,126
02662.jpg,train,"LAB relative redness (median_a=125, red=8.6%, concentration=100%)",8.64,125
02668.jpg,train,"LAB relative redness (median_a=127, red=13.5%, concentration=100%)",13.49,127
02669.jpg,test,"LAB relative redness (median_a=128, red=11.1%, concentration=96%)",11.10,128
02670.jpg,train,"LAB relative redness (median_a=130, red=8.5%, concentration=100%)",8.47,130
02671.jpg,val,"LAB relative redness (median_a=125, red=7.9%, concentration=100%)",7.93,125
02673.jpg,train,"LAB relative redness (median_a=128, red=6.1%, concentration=100%)",6.09,128
02676.jpg,train,"LAB relative redness (median_a=128, red=11.0%, concentration=100%)",11.01,128
02680.jpg,train,"LAB relative redness (median_a=128, red=7.1%, concentration=100%)",7.15,128
02683.jpg,train,"LAB relative redness (median_a=129, red=9.4%, concentration=100%)",9.37,129
02690.jpg,test,"LAB relative redness (median_a=129, red=8.7%, concentration=100%)",8.70,129
02691.jpg,train,"LAB relative redness (median_a=129, red=7.5%, concentration=100%)",7.50,129
02694.jpg,test,"LAB relative redness (median_a=128, red=7.7%, concentration=100%)",7.70,128
02697.jpg,val,"LAB relative redness (median_a=127, red=8.3%, concentration=100%)",8.33,127
02700.jpg,train,"LAB relative redness (median_a=127, red=9.3%, concentration=100%)",9.35,127
02702.jpg,train,"LAB relative redness (median_a=127, red=7.8%, concentration=100%)",7.82,127
02707.jpg,train,"LAB relative redness (median_a=129, red=10.2%, concentration=100%)",10.20,129
02708.jpg,train,"LAB relative redness (median_a=128, red=9.6%, concentration=100%)",9.60,128
02709.jpg,train,"LAB relative redness (median_a=126, red=6.0%, concentration=100%)",5.95,126
02710.jpg,train,"LAB relative redness (median_a=129, red=30.3%, concentration=100%)",30.27,129
02711.jpg,train,"LAB relative redness (median_a=128, red=5.1%, concentration=100%)",5.14,128
02713.jpg,train,"LAB relative redness (median_a=129, red=33.7%, concentration=100%)",33.69,129
02718.jpg,train,"LAB relative redness (median_a=127, red=4.8%, concentration=100%)",4.84,127
02720.jpg,train,"LAB relative redness (median_a=128, red=5.3%, concentration=100%)",5.30,128
02721.jpg,train,"LAB relative redness (median_a=129, red=8.0%, concentration=100%)",8.04,129
02725.jpg,train,"LAB relative redness (median_a=127, red=4.8%, concentration=100%)",4.83,127
02727.jpg,train,"LAB relative redness (median_a=126, red=9.9%, concentration=100%)",9.92,126
02729.jpg,train,"LAB relative redness (median_a=126, red=3.6%, concentration=100%)",3.60,126
02732.jpg,val,"LAB relative redness (median_a=125, red=6.5%, concentration=100%)",6.52,125
02733.jpg,test,"LAB relative redness (median_a=129, red=4.9%, concentration=100%)",4.95,129
02734.jpg,train,"LAB relative redness (median_a=127, red=6.8%, concentration=100%)",6.82,127
02735.jpg,train,"LAB relative redness (median_a=130, red=12.5%, concentration=90%)",12.49,130
02738.jpg,train,"LAB relative redness (median_a=129, red=8.6%, concentration=100%)",8.60,129
02745.jpg,train,"LAB relative redness (median_a=129, red=18.5%, concentration=100%)",18.53,129
02747.jpg,train,"LAB relative redness (median_a=128, red=11.7%, concentration=100%)",11.73,128
02752.jpg,test,"LAB relative redness (median_a=130, red=10.6%, concentration=100%)",10.57,130
02753.jpg,train,"LAB relative redness (median_a=128, red=7.3%, concentration=100%)",7.30,128
02754.jpg,train,"LAB relative redness (median_a=128, red=11.6%, concentration=99%)",11.61,128
02759.jpg,train,"LAB relative redness (median_a=128, red=7.0%, concentration=100%)",7.01,128
02765.jpg,train,"LAB relative redness (median_a=129, red=7.9%, concentration=99%)",7.87,129
02767.jpg,train,"LAB relative redness (median_a=127, red=8.1%, concentration=100%)",8.14,127
02770.jpg,test,"LAB relative redness (median_a=131, red=6.4%, concentration=100%)",6.41,131
02775.jpg,train,"LAB relative redness (median_a=128, red=9.4%, concentration=100%)",9.42,128
02780.jpg,train,"LAB relative redness (median_a=128, red=35.4%, concentration=100%)",35.38,128
02781.jpg,train,"LAB relative redness (median_a=129, red=36.1%, concentration=100%)",36.11,129
02783.jpg,train,"LAB relative redness (median_a=127, red=7.4%, concentration=100%)",7.37,127
02784.jpg,test,"LAB relative redness (median_a=126, red=10.7%, concentration=100%)",10.69,126
02785.jpg,train,"LAB relative redness (median_a=127, red=4.7%, concentration=100%)",4.67,127
02789.jpg,train,"LAB relative redness (median_a=127, red=8.4%, concentration=100%)",8.42,127
02790.jpg,train,"LAB relative redness (median_a=126, red=6.7%, concentration=100%)",6.72,126
02792.jpg,train,"LAB relative redness (median_a=126, red=7.7%, concentration=100%)",7.70,126
02793.jpg,train,"LAB relative redness (median_a=126, red=7.1%, concentration=100%)",7.12,126
02794.jpg,train,"LAB relative redness (median_a=127, red=9.0%, concentration=100%)",8.96,127
02795.jpg,train,"LAB relative redness (median_a=124, red=7.9%, concentration=100%)",7.90,124
02796.jpg,train,"LAB relative redness (median_a=129, red=12.7%, concentration=99%)",12.69,129
02799.jpg,test,"LAB relative redness (median_a=125, red=3.4%, concentration=100%)",3.37,125
02802.jpg,train,"LAB relative redness (median_a=126, red=6.5%, concentration=100%)",6.52,126
02805.jpg,train,"LAB relative redness (median_a=121, red=6.9%, concentration=100%)",6.94,121
02806.jpg,train,"LAB relative redness (median_a=128, red=5.2%, concentration=100%)",5.17,128
02807.jpg,val,"LAB relative redness (median_a=124, red=4.0%, concentration=100%)",4.00,124
02809.jpg,train,"LAB relative redness (median_a=127, red=8.3%, concentration=100%)",8.30,127
02810.jpg,val,"LAB relative redness (median_a=123, red=12.3%, concentration=100%)",12.34,123
02811.jpg,train,"LAB relative redness (median_a=133, red=7.6%, concentration=97%)",7.63,133
02812.jpg,train,"LAB relative redness (median_a=125, red=4.5%, concentration=100%)",4.49,125
02815.jpg,train,"LAB relative redness (median_a=127, red=6.5%, concentration=100%)",6.47,127
02817.jpg,train,"LAB relative redness (median_a=127, red=6.8%, concentration=100%)",6.79,127
02819.jpg,train,"LAB relative redness (median_a=129, red=9.1%, concentration=99%)",9.10,129
02820.jpg,train,"LAB relative redness (median_a=128, red=8.8%, concentration=91%)",8.84,128
02826.jpg,val,"LAB relative redness (median_a=127, red=9.9%, concentration=100%)",9.85,127
02830.jpg,train,"LAB relative redness (median_a=127, red=5.3%, concentration=100%)",5.28,127
02838.jpg,train,"LAB relative redness (median_a=128, red=8.9%, concentration=100%)",8.93,128
02839.jpg,train,"LAB relative redness (median_a=128, red=8.7%, concentration=100%)",8.74,128
02840.jpg,train,"LAB relative redness (median_a=125, red=6.5%, concentration=100%)",6.47,125
02842.jpg,train,"LAB relative redness (median_a=127, red=8.5%, concentration=100%)",8.52,127
02843.jpg,train,"LAB relative redness (median_a=124, red=12.4%, concentration=100%)",12.37,124
02844.jpg,train,"LAB relative redness (median_a=125, red=8.6%, concentration=100%)",8.64,125
02845.jpg,test,"LAB relative redness (median_a=127, red=9.2%, concentration=100%)",9.21,127
02847.jpg,train,"LAB relative redness (median_a=128, red=7.7%, concentration=100%)",7.73,128
02851.jpg,train,"LAB relative redness (median_a=128, red=10.6%, concentration=100%)",10.63,128
02853.jpg,train,"LAB relative redness (median_a=127, red=5.4%, concentration=100%)",5.35,127
02854.jpg,train,"LAB relative redness (median_a=129, red=8.3%, concentration=100%)",8.31,129
02856.jpg,train,"LAB relative redness (median_a=128, red=12.5%, concentration=98%)",12.52,128
02858.jpg,train,"LAB relative redness (median_a=128, red=13.5%, concentration=100%)",13.53,128
02859.jpg,test,"LAB relative redness (median_a=124, red=4.0%, concentration=98%)",4.01,124
02861.jpg,train,"LAB relative redness (median_a=127, red=7.2%, concentration=100%)",7.17,127
02864.jpg,train,"LAB relative redness (median_a=127, red=8.0%, concentration=100%)",7.98,127
02866.jpg,train,"LAB relative redness (median_a=124, red=7.1%, concentration=100%)",7.11,124
02867.jpg,train,"LAB relative redness (median_a=123, red=8.8%, concentration=100%)",8.79,123
02868.jpg,train,"LAB relative redness (median_a=126, red=12.6%, concentration=100%)",12.64,126
02869.jpg,test,"LAB relative redness (median_a=125, red=7.5%, concentration=100%)",7.50,125
02870.jpg,train,"LAB relative redness (median_a=129, red=8.2%, concentration=100%)",8.23,129
02872.jpg,val,"LAB relative redness (median_a=127, red=3.8%, concentration=100%)",3.83,127
02879.jpg,train,"LAB relative redness (median_a=127, red=7.8%, concentration=100%)",7.83,127
02883.jpg,train,"LAB relative redness (median_a=127, red=7.0%, concentration=98%)",6.96,127
02885.jpg,train,"LAB relative redness (median_a=128, red=5.5%, concentration=100%)",5.49,128
02890.jpg,train,"LAB relative redness (median_a=125, red=2.0%, concentration=100%)",2.02,125
02896.jpg,train,"LAB relative redness (median_a=124, red=7.6%, concentration=100%)",7.64,124
02900.jpg,train,"LAB relative redness (median_a=126, red=6.8%, concentration=100%)",6.81,126
02904.jpg,train,"LAB relative redness (median_a=131, red=10.2%, concentration=80%)",10.18,131
02906.jpg,train,"LAB relative redness (median_a=127, red=8.8%, concentration=98%)",8.82,127
02912.jpg,train,"LAB relative redness (median_a=127, red=8.2%, concentration=100%)",8.18,127
02914.jpg,train,"LAB relative redness (median_a=126, red=10.0%, concentration=99%)",10.04,126
02915.jpg,train,"LAB relative redness (median_a=130, red=7.8%, concentration=100%)",7.82,130
02924.jpg,test,"LAB relative redness (median_a=123, red=6.2%, concentration=100%)",6.18,123
02930.jpg,test,"LAB relative redness (median_a=127, red=9.3%, concentration=100%)",9.29,127
02933.jpg,train,"LAB relative redness (median_a=128, red=14.7%, concentration=100%)",14.66,128
02938.jpg,train,"LAB relative redness (median_a=126, red=8.0%, concentration=100%)",8.00,126
02954.jpg,train,"LAB relative redness (median_a=128, red=9.8%, concentration=100%)",9.79,128
02955.jpg,train,"LAB relative redness (median_a=126, red=3.8%, concentration=100%)",3.80,126
02957.jpg,train,"LAB relative redness (median_a=127, red=5.0%, concentration=100%)",4.95,127
02958.jpg,train,"LAB relative redness (median_a=126, red=6.1%, concentration=100%)",6.06,126
02960.jpg,val,"LAB relative redness (median_a=129, red=14.6%, concentration=94%)",14.61,129
02962.jpg,train,"LAB relative redness (median_a=127, red=7.1%, concentration=100%)",7.06,127
02964.jpg,train,"LAB relative redness (median_a=129, red=13.3%, concentration=100%)",13.33,129
02965.jpg,test,"LAB relative redness (median_a=130, red=12.4%, concentration=100%)",12.36,130
02966.jpg,train,"LAB relative redness (median_a=129, red=15.6%, concentration=100%)",15.62,129
02968.jpg,train,"LAB relative redness (median_a=125, red=10.3%, concentration=100%)",10.33,125
02970.jpg,train,"LAB relative redness (median_a=130, red=8.5%, concentration=99%)",8.46,130
02972.jpg,train,"LAB relative redness (median_a=129, red=6.8%, concentration=99%)",6.82,129
02986.jpg,train,"LAB relative redness (median_a=128, red=7.2%, concentration=100%)",7.23,128
02992.jpg,train,"LAB relative redness (median_a=128, red=4.8%, concentration=100%)",4.75,128
02995.jpg,train,"LAB relative redness (median_a=132, red=11.6%, concentration=99%)",11.57,132
02996.jpg,train,"LAB relative redness (median_a=124, red=7.9%, concentration=100%)",7.93,124
02998.jpg,train,"LAB relative redness (median_a=128, red=6.7%, concentration=100%)",6.70,128
03001.jpg,val,"LAB relative redness (median_a=129, red=8.8%, concentration=100%)",8.81,129
03002.jpg,train,"LAB relative redness (median_a=130, red=5.9%, concentration=100%)",5.88,130
03003.jpg,train,"LAB relative redness (median_a=130, red=10.7%, concentration=93%)",10.70,130
03005.jpg,train,"LAB relative redness (median_a=128, red=12.3%, concentration=92%)",12.30,128
03007.jpg,train,"LAB relative redness (median_a=128, red=9.6%, concentration=100%)",9.61,128
03008.jpg,test,"LAB relative redness (median_a=128, red=5.7%, concentration=100%)",5.71,128
03010.jpg,train,"LAB relative redness (median_a=129, red=12.2%, concentration=99%)",12.17,129
03011.jpg,test,"LAB relative redness (median_a=128, red=5.0%, concentration=100%)",5.05,128
03014.jpg,train,"LAB relative redness (median_a=130, red=8.8%, concentration=100%)",8.83,130
03015.jpg,train,"LAB relative redness (median_a=128, red=9.4%, concentration=100%)",9.39,128
03018.jpg,test,"LAB relative redness (median_a=128, red=8.6%, concentration=89%)",8.57,128
03020.jpg,train,"LAB relative redness (median_a=127, red=6.8%, concentration=100%)",6.84,127
03022.jpg,val,"LAB relative redness (median_a=127, red=3.8%, concentration=100%)",3.77,127
03025.jpg,train,"LAB relative redness (median_a=127, red=5.7%, concentration=100%)",5.74,127
03026.jpg,train,"LAB relative redness (median_a=128, red=5.2%, concentration=100%)",5.18,128
03027.jpg,train,"LAB relative redness (median_a=128, red=13.4%, concentration=100%)",13.37,128
03028.jpg,train,"LAB relative redness (median_a=130, red=8.3%, concentration=100%)",8.31,130
03029.jpg,train,"LAB relative redness (median_a=128, red=7.8%, concentration=100%)",7.78,128
03039.jpg,train,"LAB relative redness (median_a=125, red=6.8%, concentration=100%)",6.85,125
03041.jpg,train,"LAB relative redness (median_a=127, red=4.2%, concentration=100%)",4.23,127
03044.jpg,val,"LAB relative redness (median_a=130, red=10.7%, concentration=100%)",10.73,130
03049.jpg,train,"LAB relative redness (median_a=130, red=32.2%, concentration=100%)",32.19,130
03051.jpg,train,"LAB relative redness (median_a=129, red=6.3%, concentration=100%)",6.31,129
03055.jpg,test,"LAB relative redness (median_a=128, red=8.3%, concentration=100%)",8.26,128
03057.jpg,train,"LAB relative redness (median_a=127, red=5.4%, concentration=100%)",5.43,127
03061.jpg,test,"LAB relative redness (median_a=128, red=10.9%, concentration=98%)",10.87,128
03065.jpg,train,"LAB relative redness (median_a=128, red=9.4%, concentration=100%)",9.35,128
03068.jpg,train,"LAB relative redness (median_a=129, red=14.1%, concentration=94%)",14.14,129
03069.jpg,train,"LAB relative redness (median_a=129, red=8.8%, concentration=100%)",8.82,129
03070.jpg,val,"LAB relative redness (median_a=127, red=36.4%, concentration=100%)",36.42,127
03071.jpg,train,"LAB relative redness (median_a=128, red=9.0%, concentration=100%)",8.97,128
03075.jpg,train,"LAB relative redness (median_a=123, red=5.7%, concentration=100%)",5.66,123
03076.jpg,test,"LAB relative redness (median_a=130, red=2.9%, concentration=100%)",2.86,130
03078.jpg,train,"LAB relative redness (median_a=128, red=5.9%, concentration=100%)",5.85,128
03079.jpg,train,"LAB relative redness (median_a=128, red=6.5%, concentration=100%)",6.49,128
03081.jpg,val,"LAB relative redness (median_a=128, red=38.0%, concentration=100%)",37.97,128
03085.jpg,val,"LAB relative redness (median_a=126, red=3.5%, concentration=100%)",3.49,126
03086.jpg,train,"LAB relative redness (median_a=128, red=7.9%, concentration=100%)",7.90,128
03087.jpg,train,"LAB relative redness (median_a=128, red=10.1%, concentration=100%)",10.05,128
03091.jpg,train,"LAB relative redness (median_a=127, red=6.5%, concentration=100%)",6.46,127
03094.jpg,test,"LAB relative redness (median_a=129, red=8.7%, concentration=100%)",8.69,129
03101.jpg,train,"LAB relative redness (median_a=129, red=10.4%, concentration=100%)",10.43,129
03104.jpg,train,"LAB relative redness (median_a=127, red=8.1%, concentration=100%)",8.08,127
03108.jpg,train,"LAB relative redness (median_a=124, red=6.5%, concentration=100%)",6.52,124
03116.jpg,train,"LAB relative redness (median_a=125, red=3.8%, concentration=100%)",3.76,125
03117.jpg,train,"LAB relative redness (median_a=127, red=9.5%, concentration=100%)",9.53,127
03118.jpg,train,"LAB relative redness (median_a=124, red=3.7%, concentration=100%)",3.75,124
03121.jpg,train,"LAB relative redness (median_a=129, red=7.8%, concentration=100%)",7.81,129
03136.jpg,train,"LAB relative redness (median_a=129, red=10.9%, concentration=100%)",10.90,129
03144.jpg,train,"LAB relative redness (median_a=129, red=5.1%, concentration=100%)",5.12,129
03145.jpg,train,"LAB relative redness (median_a=131, red=6.4%, concentration=100%)",6.39,131
03156.jpg,train,"LAB relative redness (median_a=125, red=7.4%, concentration=100%)",7.44,125
03162.jpg,train,"LAB relative redness (median_a=125, red=5.7%, concentration=100%)",5.72,125
03172.jpg,train,"LAB relative redness (median_a=131, red=14.6%, concentration=87%)",14.64,131
03175.jpg,train,"LAB relative redness (median_a=126, red=9.2%, concentration=100%)",9.24,126
03176.jpg,test,"LAB relative redness (median_a=128, red=11.5%, concentration=100%)",11.53,128
03187.jpg,train,"LAB relative redness (median_a=128, red=9.8%, concentration=100%)",9.76,128
03198.jpg,val,"LAB relative redness (median_a=129, red=10.8%, concentration=100%)",10.81,129
